cluster1,cluster2,distance(km),normalized_distance,1/std_distance
1,52,101.39787023869657,0.71530129121646,1.3980122953495218
1,53,393.5316419181388,2.7761302178825407,0.3602136504831311
1,54,91.91926652370111,0.6484354146422803,1.5421736342881056
1,55,248.83918568686656,1.7554115328858229,0.569666987635681
1,56,49.982613209306095,0.3525974232281777,2.8360955983301848
1,57,72.12910298863156,0.5088276546696471,1.9653019855008533
1,58,183.5745108692264,1.2950083108261907,0.7721958165365124
1,59,197.8976960432735,1.3960498102700163,0.7163068198881711
1,60,192.0965231432024,1.35512600727275,0.737938755977788
1,61,72.71538983629368,0.5129635575063508,1.949456224261349
1,62,86.07918202528751,0.6072371136060297,1.6468031640252996
1,63,306.4284581288295,2.161669384662988,0.4626054322159462
1,64,268.2856463002711,1.8925946744410957,0.5283751526434529
1,65,94.95142149595722,0.6698254533257109,1.4929262467333229
1,66,539.2709214636984,3.804233614871951,0.26286503438976094
1,67,251.98108587399335,1.7775757583812353,0.5625639274641429
1,68,99.45636675973012,0.7016051460988483,1.425303114665455
1,69,60.83384617837819,0.4291463777160375,2.330207248450065
1,70,442.561873192791,3.1220091565312544,0.3203065557664994
1,71,301.5640250628703,2.1273537205871484,0.47006757283598355
1,72,74.2917092674895,0.5240835477176803,1.9080927160466639
1,73,89.11271441708469,0.6286368691599821,1.5907434785621992
1,74,234.47294527970845,1.6540663045395518,0.6045706857430806
1,75,51.62374057101675,0.36417459460385715,2.7459356441043967
1,76,144.2860489012333,1.017851724504822,0.9824613702811117
1,77,236.2779151581631,1.6667992868164587,0.5999522605448031
1,78,213.18966442147305,1.5039254954339931,0.6649265558939317
1,79,383.69425014239164,2.7067333062627075,0.36944903204399515
1,80,349.0130653450048,2.4620783030748776,0.4061609245941142
1,81,369.9882119294063,2.610045409286849,0.38313509659329387
1,82,216.66162690105944,1.5284181128711931,0.6542712308750784
1,83,373.87285346230914,2.6374492304702457,0.3791542178128314
1,84,417.15263861703454,2.942762213197288,0.3398167869341736
1,85,368.3671167499676,2.5986095529684903,0.38482118210396865
2,3,209.86179727399642,1.4804493843284718,0.6754705771002076
2,4,259.40536013275124,1.8299495700908224,0.5464631464955446
2,5,169.46408133153986,1.1954676750695812,0.8364927139847557
2,6,194.85046593578542,1.3745534255295007,0.7275090086911562
2,7,162.46462846878498,1.1460907240670481,0.8725312743579089
2,8,238.81202352550102,1.6846759047668374,0.5935859812385706
2,9,407.2622159802268,2.872991200589913,0.3480692874362683
2,10,147.30107512649587,1.0391209301292097,0.9623518986145865
2,11,263.1356873779276,1.8562647963263759,0.5387162445676075
2,12,233.80093727579035,1.6493256902467777,0.6063083876722836
2,13,142.9193019065891,1.0082101424110976,0.991856715117482
2,14,143.32077643412393,1.011042304933448,0.9890782958541237
2,15,228.96914523905753,1.6152402890975393,0.6191029327027968
2,16,188.98527155407513,1.333177989294038,0.7500873912038806
2,17,259.28812859169807,1.8291225717279453,0.5467102180338382
2,18,474.0146671867147,3.3438897946872315,0.29905291782905014
2,19,269.4661416793536,1.9009223628525485,0.5260604112728661
2,20,197.848783654074,1.395704762636683,0.7164839060309998
2,21,198.46774100777296,1.4000711363412446,0.7142494220781267
2,22,328.0989970457722,2.3145420676114115,0.43205090717231676
2,23,152.24010077795882,1.0739628002545487,0.9311309477041307
2,24,143.00310599458317,1.0088013300978829,0.9912754574807818
2,25,252.5680111386347,1.7817161648676556,0.561256624213363
2,26,33.545001645606135,0.2366399110205689,4.2258298513012855
2,27,296.678953961448,2.092892467522308,0.47780763489672273
2,28,194.8142666022864,1.3742980608957853,0.7276441904809114
2,29,245.49024970179616,1.7317867937400897,0.5774382872156734
2,30,262.81285771979645,1.8539874262912797,0.5393779838088774
2,31,188.6642624357059,1.3309134620774286,0.7513636524790243
2,32,174.43569498394987,1.2305394340387463,0.8126517300773579
2,33,243.36106211410456,1.7167666495582383,0.5824903461733264
2,34,110.90408756533346,0.7823619652949244,1.278180745434159
2,35,276.24621034212953,1.9487516896185169,0.5131490098647498
2,36,165.2427487614956,1.165688700117754,0.857861965976837
2,37,236.28070011725754,1.6668189330361627,0.5999451891144941
2,38,158.62070743518734,1.1189741616363593,0.8936756846446083
2,39,285.6924493624566,2.0153892526410253,0.49618206442729146
2,40,151.00183976293638,1.0652276098523885,0.9387665046896153
2,41,182.26067695026413,1.2857399988146525,0.7777622232503605
2,42,291.8085472526785,2.0585346629714723,0.48578244417634
2,43,250.72088290075067,1.7686857805953775,0.56539155285309
2,44,254.3022649884993,1.793950287884096,0.5574290473675646
2,45,333.12604917482963,2.3500049118552044,0.4255310254694544
2,46,176.04936880666264,1.2419229371268432,0.8052029398164384
2,47,268.7650540104095,1.8959766089262466,0.5274326673082389
2,48,221.7745358980809,1.5644866259359378,0.6391873113020448
2,49,149.15651010831888,1.0522099135086622,0.9503807055622914
2,50,119.28048826657978,0.8414524592396518,1.188421269697891
2,51,204.2359712328425,1.4407625484814912,0.6940768977191709
2,52,245.55819267827425,1.7322660907774876,0.5772785170384378
2,53,324.5478785957253,2.2894910521748786,0.4367782957920103
2,54,132.5367289622012,0.9349673039196488,1.069556117960185
2,55,253.72992338119175,1.7899127603723224,0.5586864467025692
2,56,105.22006467682198,0.742264585518751,1.3472284944069155
2,57,84.10919265511092,0.5933400175738072,1.6853742717186733
2,58,210.27970880226965,1.483397500054023,0.6741281416232545
2,59,86.751895929429,0.6119827076024216,1.6340330986111071
2,60,68.16373182087331,0.48085433422639845,2.0796318735668806
2,61,98.65679287352796,0.6959646308505794,1.436854626905165
2,62,69.7486945326605,0.4920352976095786,2.032374516337002
2,63,206.59907143126384,1.457432806142974,0.6861379789072074
2,64,241.52154164366053,1.7037899335322486,0.5869268155181716
2,65,71.39769700721003,0.5036680231933381,1.9854347585138232
2,66,453.1586869695326,3.1967633358788095,0.3128164005062621
2,67,258.677051407928,1.8248117879062073,0.5480017208500182
2,68,195.60421260609584,1.379870657195747,0.7247056054023627
2,69,116.80465118882074,0.8239869103637862,1.2136115118121291
2,70,350.02736663092946,2.4692335916208448,0.40498396076961835
2,71,269.952161640873,1.9043509428139758,0.5251132958310425
2,72,92.63085753972045,0.653455263396287,1.5303266436367373
2,73,86.13310787529092,0.6076175282049417,1.6457721405013723
2,74,270.9055025480418,1.9110761923706185,0.5232653747622367
2,75,201.8445608171486,1.4238925791798922,0.7023001697051907
2,76,260.24532218734123,1.8358749996960664,0.5446993941121004
2,77,107.72977122368613,0.7599690632293806,1.3158430367555252
2,78,216.29272288165512,1.525815715791317,0.655387141219332
2,79,319.72990387197774,2.25550312389954,0.4433600598482434
2,80,296.78151992938945,2.093616009043749,0.47764250735584807
2,81,255.4053225755557,1.8017316990167969,0.5550215942505197
2,82,307.0240380687203,2.1658708447037522,0.46170804803311344
2,83,234.0007066878675,1.6507349438935057,0.6057907744058232
2,84,331.7840959188465,2.34053823474949,0.427252153010451
2,85,305.198873616954,2.1529954017979254,0.4644691759048436
3,4,385.0092544266053,2.716009874500669,0.36818717390850697
3,5,334.09384538820797,2.3568321349461265,0.42429835590427334
3,6,334.23933113502056,2.357858449821416,0.4241136697903727
3,7,347.82289446989495,2.4536823598294206,0.407550714946461
3,8,315.5788911057194,2.226220213079314,0.44919186077140016
3,9,220.12500478359865,1.5528501711138267,0.6439771322449744
3,10,328.1236453175938,2.3147159464179263,0.4320184520038072
3,11,471.95379846996656,3.3293515992532705,0.3003587846427174
3,12,402.83520696773036,2.841761301427227,0.3518944393738372
3,13,309.6952324337909,2.1847145223266375,0.4577257073089065
3,14,279.52079276504605,1.9718519088814361,0.5071374759412159
3,15,273.626830757076,1.9302735342591966,0.5180612914447804
3,16,340.8640372915811,2.404591787085426,0.4158710037066569
3,17,464.3148430511608,3.2754633404392166,0.30530031817297243
3,18,273.7965635844465,1.9314708977767356,0.5177401332585819
3,19,314.4316824906303,2.2181273428667927,0.4508307438776539
3,20,140.85718889243776,0.9936631692036287,1.0063772423017852
3,21,223.07526312123835,1.5736624780525028,0.6354602806807449
3,22,180.94063299245576,1.276427878695561,0.7834363513134365
3,23,355.5969934161706,2.508523975350782,0.39864079826471016
3,24,295.5718190447336,2.0850822932690187,0.4795973776326052
3,25,462.12314710723314,3.260002237213332,0.30674825574807135
3,26,196.54426115193556,1.3865021370982578,0.7212394220270377
3,27,100.85135375135145,0.7114459444705296,1.405588165583286
3,28,373.1025491686444,2.6320151946804318,0.37993701632919935
3,29,453.82593663772474,3.2014703829607454,0.3123564738634852
3,30,354.32979011439636,2.499584614436602,0.40006647273486945
3,31,398.41896017377314,2.8106073232754984,0.3557949884064893
3,32,380.2304818154009,2.6822984936681364,0.3728145850883528
3,33,102.72816947834212,0.7246857562114615,1.3799084519445177
3,34,272.45692972940157,1.9220205826565542,0.5202857914340504
3,35,202.84516104308491,1.4309512149472792,0.6988358439856688
3,36,374.49866381077936,2.6418639479516246,0.3785206277466909
3,37,442.43206393414147,3.1210934298980884,0.32040053348632136
3,38,308.7803673973975,2.178260697011762,0.4590818726940471
3,39,270.6709108119782,1.9094212880681911,0.5237188912938772
3,40,260.3038101971591,1.8362875976021658,0.5445770048797396
3,41,257.84101976877696,1.81891408502966,0.549778578455339
3,42,253.80756491393697,1.7904604749199153,0.5585155405593237
3,43,396.1523037073804,2.79461741842505,0.3578307332542018
3,44,255.48589159239205,1.802300065212649,0.5548465648432479
3,45,148.3329835473293,1.0464004264746625,0.9556571028635891
3,46,171.5664918955036,1.2102989233742074,0.826242162731243
3,47,209.77598297113846,1.4798440157788697,0.6757468958467769
3,48,429.6705527590143,3.0310686059056997,0.32991664987444075
3,49,359.01631077993386,2.5326452130022346,0.39484409220294436
3,50,300.22295977452734,2.1178933075617157,0.47216731665830614
3,51,299.518177399851,2.1129214896976345,0.4732783517399423
3,52,385.3829801790482,2.718646286021482,0.3678301238162978
3,53,158.74773583461243,1.1198702709719501,0.8929605740244242
3,54,253.4987870833662,1.7882822321186973,0.5591958484177485
3,55,457.1276548743874,3.2247620291497445,0.3101004015058018
3,56,287.5865232715987,2.0287508105285763,0.4929141592009801
3,57,265.0339120162059,1.8696556351239069,0.5348578536141643
3,58,419.3756376981779,2.958444141322323,0.33801550823029375
3,59,134.02219767062516,0.9454463966530166,1.0577014239412295
3,60,145.65986800626516,1.027543196104904,0.973195096605854
3,61,299.52598201414594,2.112976546580678,0.47326601973800847
3,62,254.83224448866258,1.797688976082306,0.556269751500226
3,63,50.475463153957286,0.3560741846330777,2.808403538241521
3,64,182.02765801180374,1.2840961896580476,0.7787578594609007
3,65,237.9334840652996,1.6784783346523238,0.5957777228069719
3,66,253.17609210990304,1.7860058122033293,0.5599085922157986
3,67,234.40317110626577,1.6535740895034803,0.6047506467038745
3,68,307.72689454758836,2.1708290765254925,0.4606534944706674
3,69,315.84495149831963,2.2280971099206432,0.44881347206433764
3,70,151.1075421393449,1.0659732768585266,0.9381098210520314
3,71,184.6382489785785,1.3025123465751125,0.7677470410391481
3,72,256.36717052232166,1.808516960646612,0.5529392434575028
3,73,241.23635147521676,1.7017780875708903,0.5876206817466989
3,74,277.81006720013664,1.9597837638344435,0.5102603758913868
3,75,359.68061543453956,2.537331484775813,0.3941148430940451
3,76,362.6652147336161,2.5583860466454804,0.3908714250967659
3,77,258.1024275085783,1.8207581601899536,0.5492217593003529
3,78,421.6425965082525,2.9744361790265037,0.3361981699426772
3,79,162.5815131761939,1.1469152757261338,0.8719039855554117
3,80,165.93641131499575,1.170582074298288,0.8542758529763542
3,81,46.28795237922785,0.32653380220595557,3.0624700819465764
3,82,364.0646102398072,2.5682579444490994,0.3893689892642398
3,83,73.788265259041,0.5205320515328918,1.9211112880660166
3,84,142.69022985187084,1.0065941761572121,0.9934490221447673
3,85,154.08893612839944,1.0870052271842627,0.9199587775583769
4,5,102.20897202611113,0.7210231289087097,1.3869180611633503
4,6,64.8177562296666,0.45725047888767434,2.1869851343461457
4,7,138.82917452039695,0.9793567415093247,1.0210783850416563
4,8,91.57752063204433,0.6460246019004093,1.547928665654995
4,9,485.1872684902245,3.4227058104460846,0.2921665066708345
4,10,136.30346296807474,0.9615393580636621,1.0399990303192472
4,11,328.2318376791147,2.315479178778857,0.43187604931407003
4,12,91.54745714536989,0.6458125219939372,1.548436993622412
4,13,123.02254133815538,0.8678504041629272,1.152272321592724
4,14,118.31431636342963,0.8346366946852931,1.1981260905106246
4,15,140.9069846832097,0.9940144487063686,1.006021593852505
4,16,76.18078510734188,0.537409847217574,1.860777217197405
4,17,356.11591287395345,2.5121846415690725,0.39805991305456556
4,18,566.1858003294839,3.9941019775930817,0.25036917074476356
4,19,132.103727084483,0.9319127348098453,1.0730618465086732
4,20,265.54971396052775,1.8732943091504606,0.5338189493852145
4,21,179.35908997930235,1.265271039239664,0.7903444945684739
4,22,379.51142396114193,2.6772259708390083,0.3735209544850683
4,23,194.31310208355995,1.3707626451467856,0.7295209010403962
4,24,116.7254535451264,0.8234282183847288,1.2144349412285649
4,25,278.80024564297764,1.9667688801591903,0.5084481507146178
4,26,238.0243743440843,1.6791195111742827,0.5955502234028927
4,27,420.3810271312096,2.9655365620795835,0.33720710538087234
4,28,115.46219021805531,0.8145166516341334,1.2277219845582512
4,29,255.59986969523186,1.8031041125160077,0.5545991454728725
4,30,60.712624342488944,0.4282912302111531,2.3348598557738085
4,31,255.8114682531762,1.8045968137074708,0.5541403998966066
4,32,209.23401618153468,1.4760207644276586,0.6774972440091381
4,33,463.914840402787,3.272641561143476,0.3055635581583812
4,34,148.73009261657762,1.049201793301386,0.9531055001854609
4,35,279.79302961996734,1.9737723769680289,0.506644034372459
4,36,237.67710399185904,1.676669726669311,0.59642038267518
4,37,335.2381602256741,2.3649045912893496,0.42285003956747297
4,38,101.46161649395204,0.7157509828972332,1.3971339528618978
4,39,213.09007450149127,1.50322294814984,0.6652373164145714
4,40,126.54118441927,0.8926723253070917,1.1202318831335856
4,41,130.18606662479337,0.9183847879239623,1.0888682098715197
4,42,242.2087610390442,1.7086378550882906,0.5852615269069565
4,43,39.111076341072845,0.27590523688295737,3.6244328353369135
4,44,191.7248448811545,1.3525040395713168,0.7393693258890045
4,45,428.74402869705375,3.024532533142994,0.330629606076954
4,46,223.0806166083456,1.573700243700157,0.6354450309092877
4,47,262.76632406393037,1.8536591591980196,0.539473503010471
4,48,314.1478400789137,2.216125004522556,0.4512380835734674
4,49,250.5896454980762,1.7677599792608134,0.5656876565438193
4,50,152.51219626537974,1.0758822710780305,0.9294697262721908
4,51,88.10173162085215,0.6215049905727849,1.608997538504704
4,52,28.162441587854858,0.19866917109973872,5.033493593719006
4,53,399.32554860779766,2.817002762113938,0.3549872273641574
4,54,138.30370740562958,0.9756498854895674,1.0249578407916422
4,55,360.9717860497412,2.5464399207425674,0.3927051221017576
4,56,163.40088137710637,1.1526954280184323,0.8675318524678051
4,57,178.45100554627848,1.2588650470235903,0.7943663241459914
4,58,295.1680216032162,2.0822337439787093,0.4802534791743462
4,59,269.4412629319037,1.9007468581784082,0.5261089848431242
4,60,272.31871225401187,1.92104554108633,0.520549866524513
4,61,195.0499351601531,1.3759605615315909,0.7267650163511179
4,62,192.23098261405886,1.3560745383700352,0.7374225912404291
4,63,347.8740276784589,2.4540430740142822,0.4074908099979748
4,64,261.7357482143349,1.8463890633451499,0.5415976620811839
4,65,188.44086036600885,1.3293374941745668,0.7522544157388231
4,66,547.973671755475,3.865626309868286,0.25869029229420604
4,67,222.45053946287587,1.5692554265194854,0.6372448889457978
4,68,77.32179686490589,0.5454590023088732,1.8333183534731305
4,69,184.47983385374792,1.3013948226757173,0.7684063149597921
4,70,463.23311216117776,3.267832376391036,0.3060132481778
4,71,291.4071270852458,2.05570288392711,0.4864516209120897
4,72,166.7748426553593,1.1764967056307467,0.8499811306006821
4,73,174.88126054561766,1.2336826324198593,0.810581241658973
4,74,184.00396882279844,1.298037879672066,0.770393542176626
4,75,74.68994996341294,0.5268928974933551,1.897918921961956
4,76,42.52610740788973,0.2999962372746619,3.3333751419170263
4,77,353.9823447353366,2.497133595222061,0.40045915120975883
4,78,328.50284320314296,2.317390960562911,0.43151976382832385
4,79,386.5672302697972,2.7270004616766697,0.366703274918098
4,80,347.0711202042199,2.4483790422974567,0.40843349118919176
4,81,415.86354598376045,2.9336684361494276,0.3408701500407269
4,82,119.36060708511093,0.8420176495558898,1.1876235617239566
4,83,443.4555125049509,3.1283132470645665,0.31966108283380634
4,84,433.960926042846,3.061334621774682,0.32665491478363495
4,85,372.471960759292,2.6275667708390427,0.38058024294494974
5,6,45.19799620844711,0.3188448137243092,3.13632198786415
5,7,43.07664964350038,0.3038799832653267,3.2907728546465993
5,8,136.4163397457124,0.9623356361768267,1.0391384901558947
5,9,477.26997094918903,3.3668540145383803,0.2970131748159883
5,10,34.45865058643749,0.243085157509048,4.113784692768741
5,11,244.1418914805884,1.7222749334378784,0.5806273903109498
5,12,69.10154878514471,0.4874700716564735,2.0514079902421436
5,13,26.856969721587188,0.18945984836554525,5.2781632025303455
5,14,60.340048144898724,0.42566292811185424,2.349276702191983
5,15,165.30429266437747,1.1661228555205674,0.8575425781819458
5,16,26.567611073537797,0.18741859627526825,5.3356498227703355
5,17,266.2261828427782,1.878066392270179,0.5324625391923523
5,18,555.2644277574739,3.917058230182759,0.25529362629703434
5,19,183.35409731517336,1.2934534251126684,0.7731240882623148
5,20,243.88865436951056,1.720488497173374,0.5812302736361915
5,21,177.25279448493123,1.2504123850760178,0.7997361605940954
5,22,376.6754184172042,2.6572196489833297,0.3763332099334004
5,23,97.7016668555741,0.6892267884056785,1.4509012371866785
5,24,39.31186131824251,0.27732165473363046,3.605921077315464
5,25,201.52018449258213,1.4216042983387243,0.7034306249415483
5,26,155.86626684381298,1.0995432317070521,0.9094685603652798
5,27,391.4931750383566,2.761750054001606,0.36208924792128144
5,28,43.80693327683104,0.30903169724754326,3.235914014344526
5,29,180.9107595574004,1.2762171394895219,0.7835657186049023
5,30,134.77190202993165,0.9507351122343216,1.0518176799528325
5,31,164.06950080562888,1.1574121379397424,0.8639964686909671
5,32,118.04615342692877,0.8327449656550491,1.2008478480724116
5,33,397.2941956469196,2.802672782673424,0.3568022661019016
5,34,63.719807134914724,0.44950510511091585,2.2246688383066284
5,35,287.5442628623078,2.0284526886325054,0.4929866028446325
5,36,142.33362363110237,1.0040785326868806,0.9959380341735157
5,37,243.6738137988962,1.7189729255227626,0.581742728551636
5,38,30.54754045172698,0.21549461618049304,4.640487162623239
5,39,245.93369238254505,1.7349150164667946,0.5763971090852216
5,40,90.84453440953048,0.6408538227689169,1.560418249015558
5,41,124.35341844722224,0.87723894568086,1.1399402693229268
5,42,268.5462082686149,1.8944327831899235,0.5278624867946801
5,43,83.01202533183859,0.5856001587269721,1.707649810365294
5,44,215.8523927595844,1.5227094503033216,0.6567241043922079
5,45,411.3378152556167,2.901742114364576,0.3446205626094999
5,46,201.2381947163566,1.419615029229135,0.704416323728983
5,47,272.4560357468821,1.9220142761448986,0.5202874985953596
5,48,222.52351000412116,1.5697701900174823,0.6370359217923887
5,49,151.8314135759839,1.071079756630574,0.9336372887354548
5,50,52.64158636861464,0.3713548875584045,2.6928418973420025
5,51,103.74989429328143,0.7318934133118871,1.366319168627171
5,52,80.90846857751525,0.5707608247353163,1.7520473667122098
5,53,388.4875492156953,2.740547162591736,0.3648906370413636
5,54,86.78146926939642,0.6121913298172125,1.633476253736849
5,55,269.1698085711221,1.8988319101196733,0.5266395591261026
5,56,65.53151088878496,0.46228559084887494,2.163164978090153
5,57,85.35737593218528,0.6021452035965935,1.6607289969712171
5,58,203.61203576045534,1.4363610571288261,0.6962037817976785
5,59,203.93710745875114,1.438654243415496,0.6950940467988396
5,60,200.20143479141194,1.4123013084256446,0.7080642027548248
